date,inventory_start,demand_realized,reorder_triggered,reorder_qty,stockout,stockout_amount,inventory_end,ss,rop,target_inventory,buffer
2025-07-09,420663.46199182165,520337.83159467723,True,407108.12910010887,False,0.0,307433.7594972533,36510.80831607003,793674.2696699208,791260.7827758605,
2025-07-10,307433.7594972533,826915.4108719699,True,521049.6374745612,False,0.0,1567.986099844682,37166.29757394332,794115.5995770656,791317.0993978712,
2025-07-11,1567.986099844682,739708.8664957029,True,827117.106767041,False,0.0,88976.22637118283,36948.77135890974,794715.772467176,791736.3215079759,
2025-07-12,88976.22637118283,387656.7673650415,True,737119.1191505229,False,0.0,438438.5781566642,35990.90046564464,792957.6545280435,790104.445056061,
2025-07-13,438438.5781566642,411540.37727603375,True,391107.12021042756,False,0.0,418005.3210910581,37337.125139711025,794299.3478336565,792208.5732273808,
2025-07-14,418005.3210910581,1516452.8126652378,True,409338.8801108619,True,689108.6114633179,0.0,36582.949939013495,793917.6385233251,790761.2512629065,
2025-07-15,0.0,834810.7410953416,True,827744.7706619842,True,7065.9704333574045,0.0,36131.334977661776,793630.5513475916,791613.4356843225,
2025-07-16,0.0,607739.0595471443,True,827549.6265657563,False,0.0,219810.56701861194,36057.46019955419,793592.7608241411,791492.1663662021,
2025-07-17,219810.56701861194,606621.9849332311,True,608196.960635655,False,0.0,221385.54272103577,36417.3907159249,793735.2138269631,791590.136938342,
2025-07-18,221385.54272103577,660539.5636679161,True,605929.3316294635,False,0.0,166775.31068258313,36812.43843381278,793839.9099387605,790502.4359166864,
2025-07-19,166775.31068258313,403294.660142603,True,660841.1263250805,False,0.0,424321.7768650607,36390.341682898164,793072.1240235372,791226.0953247655,
2025-07-20,424321.7768650607,490324.47002854105,True,403143.3027470107,False,0.0,337140.60958353034,36662.926500122194,793462.8740091803,790802.1531119492,
2025-07-21,337140.60958353034,594519.4633882422,True,489226.0986929393,False,0.0,231847.24488822755,35706.361222962434,792199.4198722843,790660.3470535072,
2025-07-22,231847.24488822755,660171.7552034053,True,594947.4291518726,False,0.0,166622.9188366949,36212.09892497195,792595.6973567265,790582.5751151282,
2025-07-23,166622.9188366949,560891.1325570281,True,661129.3649092314,False,0.0,266861.15118889825,37089.12384016585,793599.7523765282,790663.1599057605,
2025-07-24,266861.15118889825,613572.2370911057,True,562182.4486581116,False,0.0,215471.3627559042,36971.61758160408,793461.1041127045,792071.9822654058,
2025-07-25,215471.3627559042,891369.3854462057,True,611664.8922309687,True,64233.13045933284,0.0,36498.075127682445,792656.0150590877,790638.1798591905,
2025-07-26,0.0,411276.2768912484,True,828169.0507504744,False,0.0,416892.773859226,37440.28113797687,793502.63047709,790728.7696124975,
2025-07-27,416892.773859226,457798.921447771,True,408561.0852384851,False,0.0,367654.93764994,36339.86836348319,791964.4237168918,789113.9907342279,
2025-07-28,367654.93764994,549698.7994569882,True,457375.3643880382,False,0.0,275331.50258098997,36081.488356217655,791715.3003397795,788948.8136817606,
2025-07-29,275331.50258098997,580578.8678391166,True,549969.326753452,False,0.0,244721.96149532532,36470.87612092978,792011.5045880857,788829.9532135121,
2025-07-30,244721.96149532532,584702.1493524369,True,580226.1834930913,False,0.0,240245.9956359797,36644.574238666195,791365.1392736447,788303.5707497504,
2025-07-31,240245.9956359797,599269.3748285928,True,585320.6816824243,False,0.0,226297.3024898112,36012.764127264236,791588.6907711239,789553.9131911397,
2025-08-01,226297.3024898112,805634.1417827033,True,601335.3243199585,False,0.0,21998.485027066316,36986.10760071473,792753.9654198302,790646.5192090549,
2025-08-02,21998.485027066316,505397.89946085814,True,803720.761393469,False,0.0,320321.3469596771,36325.02040775575,791186.936239392,789394.2260127795,
2025-08-03,320321.3469596771,421122.3625590994,True,506106.8205905614,False,0.0,405305.80499113916,37300.587089569366,792270.0887278528,789127.5804606691,
